"id","pct_2012","pct_2010","neighborhood","supervisorial_district","BART_district","assembly_district","congressional_district"
"84006075PCT7002","7002","3001","POTRERO HILL",10,9,17,12
"84006075PCT7003","7003","3001","POTRERO HILL",10,9,17,12
"84006075PCT7004","7004","3002","POTRERO HILL",10,9,17,12
"84006075PCT7005","7005","3002","POTRERO HILL",10,9,17,12
"84006075PCT7006","7006","3003","POTRERO HILL",10,9,17,12
"84006075PCT7007","7007","3004","POTRERO HILL",10,9,17,12
"84006075PCT7008","7008","3005","POTRERO HILL",10,9,17,12
"84006075PCT7009","7009","3010","BAYVW/HTRSPT",10,9,17,12
"84006075PCT7011","7011","3009","POTRERO HILL",10,9,17,12
"84006075PCT7012","7012","3007","POTRERO HILL",10,9,17,12
"84006075PCT7013","7013","3011","POTRERO HILL",10,7,17,12
"84006075PCT7014","7014","3037","POTRERO HILL",10,7,17,12
"84006075PCT7015","7015","3012","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7016","7016","3013","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7017","7017","3014","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7018","7018","3017","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7019","7019","3018","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7021","7021","3019","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7022","7022","3020","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7023","7023","3022","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7024","7024","3016","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7025","7025","3015","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7026","7026","3023","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7027","7027","3024","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7028","7028","3025","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7029","7029","3022","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7030","7030","3028","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7031","7031","3028","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7032","7032","3031","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7033","7033","3032","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7034","7034","3027","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7035","7035","3034","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7036","7036","2011","VISITA VLY",10,8,17,12
"84006075PCT7037","7037","2012","VISITA VLY",10,8,17,12
"84006075PCT7038","7038","2001","VISITA VLY",10,8,17,12
"84006075PCT7039","7039","2006","VISITA VLY",10,8,17,12
"84006075PCT7041","7041","2005","PORTOLA",10,9,17,12
"84006075PCT7042","7042","2005","VISITA VLY",10,7,17,12
"84006075PCT7043","7043","3029","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7044","7044","3035","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7045","7045","2001","VISITA VLY",10,8,17,12
"84006075PCT7046","7046","2007","VISITA VLY",10,7,17,12
"84006075PCT7047","7047","2018","VISITA VLY",10,8,17,12
"84006075PCT7048","7048","2014","VISITA VLY",10,8,17,12
"84006075PCT7049","7049","2016","VISITA VLY",10,8,17,12
"84006075PCT7051","7051","2017","VISITA VLY",10,8,17,12
"84006075PCT7052","7052","2019","BAYVW/HTRSPT",10,8,17,12
"84006075PCT7053","7053","3039","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7054","7054","3036","BAYVW/HTRSPT",10,7,17,12
"84006075PCT7101","7101","3101","HAIGHT ASH",1,9,17,12
"84006075PCT7201","7201","3205","MAR/PAC HTS",2,8,17,12
"84006075PCT7202","7202","3302","MAR/PAC HTS",2,8,17,12
"84006075PCT7203","7203","3229","MAR/PAC HTS",2,8,17,12
"84006075PCT7204","7204","3221","MAR/PAC HTS",2,8,17,12
"84006075PCT7205","7205","3306","MAR/PAC HTS",2,8,17,12
"84006075PCT7206","7206","3502","MAR/PAC HTS",2,9,17,12
"84006075PCT7207","7207","3504","MAR/PAC HTS",2,9,17,12
"84006075PCT7208","7208","3243","MAR/PAC HTS",2,9,17,12
"84006075PCT7209","7209","3242","MAR/PAC HTS",2,9,17,12
"84006075PCT7301","7301","3301","N EMBRCDRO",3,8,17,12
"84006075PCT7302","7302","3305","N EMBRCDRO",3,8,17,12
"84006075PCT7303","7303","3302","CHINA",3,8,17,12
"84006075PCT7304","7304","3303","N EMBRCDRO",3,8,17,12
"84006075PCT7305","7305","3304","N EMBRCDRO",3,8,17,12
"84006075PCT7306","7306","3307","CHINA",3,8,17,12
"84006075PCT7307","7307","3308","N EMBRCDRO",3,8,17,12
"84006075PCT7308","7308","3309","N EMBRCDRO",3,8,17,12
"84006075PCT7309","7309","3312","CHINA",3,8,17,12
"84006075PCT7311","7311","3313","CHINA",3,8,17,12
"84006075PCT7312","7312","3315","CHINA",3,8,17,12
"84006075PCT7313","7313","3316","CHINA",3,8,17,12
"84006075PCT7314","7314","3317","CHINA",3,8,17,12
"84006075PCT7315","7315","3318","CHINA",3,8,17,12
"84006075PCT7316","7316","3319","CHINA",3,8,17,12
"84006075PCT7317","7317","3311","N EMBRCDRO",3,8,17,12
"84006075PCT7318","7318","3314","CHINA",3,8,17,12
"84006075PCT7319","7319","3322","CHINA",3,9,17,12
"84006075PCT7321","7321","3326","CHINA",3,8,17,12
"84006075PCT7322","7322","3326","CHINA",3,8,17,12
"84006075PCT7323","7323","3331","CHINA",3,9,17,12
"84006075PCT7324","7324","3323","CHINA",3,9,17,12
"84006075PCT7325","7325","3324","CHINA",3,8,17,12
"84006075PCT7326","7326","3325","CHINA",3,8,17,12
"84006075PCT7327","7327","3336","CHINA",3,8,17,12
"84006075PCT7328","7328","3337","CVC CTR/DWTN",3,8,17,12
"84006075PCT7329","7329","3328","CVC CTR/DWTN",3,8,17,12
"84006075PCT7331","7331","3329","N EMBRCDRO",3,8,17,12
"84006075PCT7332","7332","3338","CVC CTR/DWTN",3,9,17,12
"84006075PCT7333","7333","3333","CHINA",3,9,17,12
"84006075PCT7334","7334","3332","CVC CTR/DWTN",3,9,17,12
"84006075PCT7335","7335","3333","CVC CTR/DWTN",3,9,17,12
"84006075PCT7336","7336","3343","CVC CTR/DWTN",3,9,17,12
"84006075PCT7337","7337","3335","CVC CTR/DWTN",3,9,17,12
"84006075PCT7338","7338","3344","CVC CTR/DWTN",3,8,17,12
"84006075PCT7339","7339","3338","CVC CTR/DWTN",3,9,17,12
"84006075PCT7341","7341","3339","CVC CTR/DWTN",3,9,17,12
"84006075PCT7342","7342","3342","CVC CTR/DWTN",3,9,17,12
"84006075PCT7343","7343","3345","CVC CTR/DWTN",3,9,17,12
"84006075PCT7344","7344","3351","CVC CTR/DWTN",3,9,17,12
"84006075PCT7345","7345","3346","CVC CTR/DWTN",3,9,17,12
"84006075PCT7346","7346","3349","CVC CTR/DWTN",3,9,17,12
"84006075PCT7347","7347","3603","CVC CTR/DWTN",3,9,17,12
"84006075PCT7348","7348","3347","CVC CTR/DWTN",3,9,17,12
"84006075PCT7349","7349","3348","CVC CTR/DWTN",3,9,17,12
"84006075PCT7501","7501","3502","MAR/PAC HTS",5,9,17,12
"84006075PCT7502","7502","3503","MAR/PAC HTS",5,9,17,12
"84006075PCT7503","7503","3504","MAR/PAC HTS",5,9,17,12
"84006075PCT7504","7504","3505","WST ADDITION",5,9,17,12
"84006075PCT7505","7505","3506","WST ADDITION",5,9,17,12
"84006075PCT7506","7506","3508","WST ADDITION",5,9,17,12
"84006075PCT7507","7507","3509","WST ADDITION",5,9,17,12
"84006075PCT7508","7508","3608","WST ADDITION",5,9,17,12
"84006075PCT7509","7509","3243","MAR/PAC HTS",5,9,17,12
"84006075PCT7511","7511","3609","WST ADDITION",5,9,17,12
"84006075PCT7512","7512","3519","WST ADDITION",5,9,17,12
"84006075PCT7513","7513","3510","WST ADDITION",5,9,17,12
"84006075PCT7514","7514","3522","WST ADDITION",5,9,17,12
"84006075PCT7515","7515","3523","WST ADDITION",5,9,17,12
"84006075PCT7516","7516","3650","WST ADDITION",5,9,17,12
"84006075PCT7517","7517","3524","HAIGHT ASH",5,9,17,12
"84006075PCT7518","7518","3525","HAIGHT ASH",5,9,17,12
"84006075PCT7519","7519","3516","HAIGHT ASH",5,9,17,12
"84006075PCT7521","7521","3526","HAIGHT ASH",5,9,17,12
"84006075PCT7522","7522","3518","WST ADDITION",5,9,17,12
"84006075PCT7523","7523","3527","WST ADDITION",5,9,17,12
"84006075PCT7524","7524","3521","WST ADDITION",5,9,17,12
"84006075PCT7525","7525","3532","WST ADDITION",5,9,17,12
"84006075PCT7526","7526","3533","WST ADDITION",5,9,17,12
"84006075PCT7527","7527","GG Park",NA,5,9,17,12
"84006075PCT7528","7528","3528","WST ADDITION",5,9,17,12
"84006075PCT7529","7529","3529","WST ADDITION",5,9,17,12
"84006075PCT7531","7531","3531","WST ADDITION",5,9,17,12
"84006075PCT7532","7532","3533","WST ADDITION",5,9,17,12
"84006075PCT7533","7533","3534","HAIGHT ASH",5,9,17,12
"84006075PCT7534","7534","3535","HAIGHT ASH",5,9,17,12
"84006075PCT7535","7535","3536","HAIGHT ASH",5,9,17,12
"84006075PCT7536","7536","3537","HAIGHT ASH",5,9,17,12
"84006075PCT7537","7537","3538","HAIGHT ASH",5,9,17,12
"84006075PCT7538","7538","3539","HAIGHT ASH",5,9,17,12
"84006075PCT7539","7539","3541","WST ADDITION",5,9,17,12
"84006075PCT7541","7541","3542","WST ADDITION",5,9,17,12
"84006075PCT7542","7542","3543","WST ADDITION",5,9,17,12
"84006075PCT7543","7543","3803","WST ADDITION",5,9,17,12
"84006075PCT7544","7544","3544","WST ADDITION",5,9,17,12
"84006075PCT7545","7545","3545","WST ADDITION",5,9,17,12
"84006075PCT7546","7546","3548","HAIGHT ASH",5,9,17,12
"84006075PCT7547","7547","3546","HAIGHT ASH",5,9,17,12
"84006075PCT7548","7548","3547","HAIGHT ASH",5,9,17,12
"84006075PCT7549","7549","2515","INNER SUNSET",5,9,17,12
"84006075PCT7551","7551","3551","HAIGHT ASH",5,9,17,12
"84006075PCT7552","7552","3552","HAIGHT ASH",5,9,17,12
"84006075PCT7553","7553","2510","INNER SUNSET",5,9,17,12
"84006075PCT7554","7554","2703","INNER SUNSET",5,9,17,12
"84006075PCT7555","7555","3553","HAIGHT ASH",5,9,17,12
"84006075PCT7556","7556","3554","HAIGHT ASH",5,9,17,12
"84006075PCT7557","7557","3555","HAIGHT ASH",5,9,17,12
"84006075PCT7601","7601","3601","CVC CTR/DWTN",6,9,17,12
"84006075PCT7602","7602","3602","CVC CTR/DWTN",6,9,17,12
"84006075PCT7603","7603","3602","CVC CTR/DWTN",6,9,17,12
"84006075PCT7604","7604","3604","CVC CTR/DWTN",6,9,17,12
"84006075PCT7605","7605","3605","CVC CTR/DWTN",6,9,17,12
"84006075PCT7606","7606","3611","CVC CTR/DWTN",6,9,17,12
"84006075PCT7607","7607","3610","CVC CTR/DWTN",6,9,17,12
"84006075PCT7608","7608","3613","CVC CTR/DWTN",6,9,17,12
"84006075PCT7609","7609","3614","CVC CTR/DWTN",6,9,17,12
"84006075PCT7611","7611","3606","CVC CTR/DWTN",6,9,17,12
"84006075PCT7612","7612","3651","CVC CTR/DWTN",6,9,17,12
"84006075PCT7613","7613","3617","CVC CTR/DWTN",6,9,17,12
"84006075PCT7614","7614","3618","CVC CTR/DWTN",6,9,17,12
"84006075PCT7615","7615","3619","CVC CTR/DWTN",6,9,17,12
"84006075PCT7616","7616","3616","CVC CTR/DWTN",6,9,17,12
"84006075PCT7617","7617","3621","CVC CTR/DWTN",6,9,17,12
"84006075PCT7618","7618","3623","MISSION",6,9,17,12
"84006075PCT7619","7619","3624","SOMA",6,9,17,12
"84006075PCT7621","7621","3625","SOMA",6,9,17,12
"84006075PCT7622","7622","3625","SOMA",6,9,17,12
"84006075PCT7623","7623","3636","SOMA",6,9,17,12
"84006075PCT7624","7624","3626","SOMA",6,9,17,12
"84006075PCT7625","7625","3627","SOMA",6,9,17,12
"84006075PCT7626","7626","3657","SOMA",6,9,17,12
"84006075PCT7627","7627","3628","SOMA",6,7,17,12
"84006075PCT7628","7628","3634","MISSION",6,9,17,12
"84006075PCT7629","7629","3620","SOMA",6,9,17,12
"84006075PCT7631","7631","3630","SOMA",6,9,17,12
"84006075PCT7632","7632","3635","SOMA",6,9,17,12
"84006075PCT7633","7633","3637","SOMA",6,9,17,12
"84006075PCT7634","7634","3638","SOMA",6,9,17,12
"84006075PCT7635","7635","3639","SOMA",6,7,17,12
"84006075PCT7636","7636","3641","SOMA",6,7,17,12
"84006075PCT7637","7637","3653","SOMA",6,7,17,12
"84006075PCT7638","7638","3652","SOMA",6,7,17,12
"84006075PCT7639","7639","3640","SOMA",6,7,17,12
"84006075PCT7641","7641","3648","SOMA",6,7,17,12
"84006075PCT7642","7642","3642","SOMA",6,7,17,12
"84006075PCT7643","7643","3658","POTRERO HILL",6,7,17,12
"84006075PCT7644","7644","3654","POTRERO HILL",6,7,17,12
"84006075PCT7645","7645","3654","POTRERO HILL",6,7,17,12
"84006075PCT7646","7646","3643","POTRERO HILL",6,7,17,12
"84006075PCT7647","7647","3631","SOMA",6,7,17,12
"84006075PCT7648","7648","3655","SOMA",6,7,17,12
"84006075PCT7701","7701","2707","W TWIN PKS",7,9,17,12
"84006075PCT7702","7702","2708","W TWIN PKS",7,9,17,12
"84006075PCT7703","7703","2716","W TWIN PKS",7,9,17,12
"84006075PCT7704","7704","2717","W TWIN PKS",7,9,17,12
"84006075PCT7705","7705","2709","W TWIN PKS",7,9,17,12
"84006075PCT7706","7706","2736","W TWIN PKS",7,8,17,12
"84006075PCT7707","7707","2737","W TWIN PKS",7,8,17,12
"84006075PCT7708","7708","2742","W TWIN PKS",7,8,17,12
"84006075PCT7709","7709","2743","W TWIN PKS",7,8,17,12
"84006075PCT7711","7711","3701","W TWIN PKS",7,8,17,12
"84006075PCT7712","7712","3703","W TWIN PKS",7,9,17,12
"84006075PCT7801","7801","3808","UPRMKT/EURKA",8,9,17,12
"84006075PCT7802","7802","3801","UPRMKT/EURKA",8,9,17,12
"84006075PCT7803","7803","3809","UPRMKT/EURKA",8,9,17,12
"84006075PCT7804","7804","3809","UPRMKT/EURKA",8,9,17,12
"84006075PCT7805","7805","3805","UPRMKT/EURKA",8,9,17,12
"84006075PCT7806","7806","3802","UPRMKT/EURKA",8,9,17,12
"84006075PCT7807","7807","3812","UPRMKT/EURKA",8,9,17,12
"84006075PCT7808","7808","3806","UPRMKT/EURKA",8,9,17,12
"84006075PCT7809","7809","3804","UPRMKT/EURKA",8,9,17,12
"84006075PCT7811","7811","3622","MISSION",8,9,17,12
"84006075PCT7812","7812","3807","MISSION",8,9,17,12
"84006075PCT7813","7813","3814","UPRMKT/EURKA",8,9,17,12
"84006075PCT7814","7814","3644","MISSION",8,9,17,12
"84006075PCT7815","7815","3816","UPRMKT/EURKA",8,9,17,12
"84006075PCT7816","7816","3817","UPRMKT/EURKA",8,9,17,12
"84006075PCT7817","7817","3823","UPRMKT/EURKA",8,9,17,12
"84006075PCT7818","7818","3813","UPRMKT/EURKA",8,9,17,12
"84006075PCT7819","7819","3815","MISSION",8,9,17,12
"84006075PCT7821","7821","3819","UPRMKT/EURKA",8,9,17,12
"84006075PCT7822","7822","3821","UPRMKT/EURKA",8,9,17,12
"84006075PCT7823","7823","3822","UPRMKT/EURKA",8,9,17,12
"84006075PCT7824","7824","3823","UPRMKT/EURKA",8,9,17,12
"84006075PCT7825","7825","3824","UPRMKT/EURKA",8,9,17,12
"84006075PCT7826","7826","3825","MISSION",8,9,17,12
"84006075PCT7827","7827","3833","MISSION",8,9,17,12
"84006075PCT7828","7828","3826","UPRMKT/EURKA",8,9,17,12
"84006075PCT7829","7829","3827","UPRMKT/EURKA",8,9,17,12
"84006075PCT7831","7831","3828","UPRMKT/EURKA",8,9,17,12
"84006075PCT7832","7832","3832","UPRMKT/EURKA",8,9,17,12
"84006075PCT7833","7833","3834","MISSION",8,9,17,12
"84006075PCT7834","7834","3833","MISSION",8,9,17,12
"84006075PCT7835","7835","3835","NOE VALLEY",8,9,17,12
"84006075PCT7836","7836","3836","NOE VALLEY",8,9,17,12
"84006075PCT7837","7837","3837","NOE VALLEY",8,9,17,12
"84006075PCT7838","7838","3838","NOE VALLEY",8,9,17,12
"84006075PCT7839","7839","3831","NOE VALLEY",8,9,17,12
"84006075PCT7841","7841","3842","NOE VALLEY",8,9,17,12
"84006075PCT7842","7842","3849","MISSION",8,9,17,12
"84006075PCT7843","7843","3844","MISSION",8,9,17,12
"84006075PCT7844","7844","3843","MISSION",8,9,17,12
"84006075PCT7845","7845","3845","NOE VALLEY",8,9,17,12
"84006075PCT7846","7846","3839","NOE VALLEY",8,9,17,12
"84006075PCT7847","7847","3829","NOE VALLEY",8,9,17,12
"84006075PCT7848","7848","3841","NOE VALLEY",8,9,17,12
"84006075PCT7849","7849","3848","NOE VALLEY",8,9,17,12
"84006075PCT7851","7851","3857","DIAMD HTS",8,9,17,12
"84006075PCT7852","7852","3852","DIAMD HTS",8,9,17,12
"84006075PCT7853","7853","3858","DIAMD HTS",8,9,17,12
"84006075PCT7854","7854","3846","NOE VALLEY",8,9,17,12
"84006075PCT7855","7855","3847","NOE VALLEY",8,9,17,12
"84006075PCT7856","7856","3856","NOE VALLEY",8,9,17,12
"84006075PCT7857","7857","3851","NOE VALLEY",8,9,17,12
"84006075PCT7858","7858","3911","MISSION",8,9,17,12
"84006075PCT7859","7859","3854","DIAMD HTS",8,9,17,12
"84006075PCT7861","7861","3855","DIAMD HTS",8,9,17,12
"84006075PCT7862","7862","3855","NOE VALLEY",8,9,17,12
"84006075PCT7863","7863","3861","NOE VALLEY",8,9,17,12
"84006075PCT7864","7864","3859","NOE VALLEY",8,9,17,12
"84006075PCT7865","7865","3865","NOE VALLEY",8,9,17,12
"84006075PCT7866","7866","3862","DIAMD HTS",8,9,17,12
"84006075PCT7867","7867","3866","DIAMD HTS",8,9,17,12
"84006075PCT7868","7868","3863","DIAMD HTS",8,9,17,12
"84006075PCT7869","7869","3864","S BERNAL HTS",8,9,17,12
"84006075PCT7871","7871","3869","DIAMD HTS",8,9,17,12
"84006075PCT7872","7872","3867","S BERNAL HTS",8,9,17,12
"84006075PCT7873","7873","3868","S BERNAL HTS",8,9,17,12
"84006075PCT7874","7874","3935","S BERNAL HTS",8,9,17,12
"84006075PCT7875","7875","3935","S BERNAL HTS",8,9,17,12
"84006075PCT7901","7901","3632","MISSION",9,9,17,12
"84006075PCT7902","7902","3634","MISSION",9,9,17,12
"84006075PCT7903","7903","3645","MISSION",9,9,17,12
"84006075PCT7904","7904","3646","MISSION",9,9,17,12
"84006075PCT7905","7905","3647","MISSION",9,9,17,12
"84006075PCT7906","7906","3646","MISSION",9,9,17,12
"84006075PCT7907","7907","3902","MISSION",9,9,17,12
"84006075PCT7908","7908","3903","MISSION",9,9,17,12
"84006075PCT7909","7909","3904","MISSION",9,9,17,12
"84006075PCT7911","7911","3905","MISSION",9,9,17,12
"84006075PCT7912","7912","3906","MISSION",9,9,17,12
"84006075PCT7913","7913","3907","MISSION",9,9,17,12
"84006075PCT7914","7914","3908","MISSION",9,9,17,12
"84006075PCT7915","7915","3909","MISSION",9,9,17,12
"84006075PCT7916","7916","3906","MISSION",9,9,17,12
"84006075PCT7917","7917","3912","MISSION",9,9,17,12
"84006075PCT7918","7918","3913","MISSION",9,9,17,12
"84006075PCT7919","7919","3917","MISSION",9,9,17,12
"84006075PCT7921","7921","3913","MISSION",9,9,17,12
"84006075PCT7922","7922","3914","MISSION",9,9,17,12
"84006075PCT7923","7923","3619","MISSION",9,9,17,12
"84006075PCT7924","7924","3916","MISSION",9,9,17,12
"84006075PCT7925","7925","3919","N BERNAL HTS",9,9,17,12
"84006075PCT7926","7926","3921","N BERNAL HTS",9,9,17,12
"84006075PCT7927","7927","3924","N BERNAL HTS",9,9,17,12
"84006075PCT7928","7928","3924","N BERNAL HTS",9,9,17,12
"84006075PCT7929","7929","3923","N BERNAL HTS",9,9,17,12
"84006075PCT7931","7931","3924","N BERNAL HTS",9,9,17,12
"84006075PCT7932","7932","3926","N BERNAL HTS",9,9,17,12
"84006075PCT7933","7933","3012","BAYVW/HTRSPT",9,9,17,12
"84006075PCT7934","7934","3922","N BERNAL HTS",9,9,17,12
"84006075PCT7935","7935","3927","N BERNAL HTS",9,9,17,12
"84006075PCT7936","7936","3928","N BERNAL HTS",9,9,17,12
"84006075PCT7937","7937","3929","N BERNAL HTS",9,9,17,12
"84006075PCT7938","7938","3931","S BERNAL HTS",9,9,17,12
"84006075PCT7939","7939","3932","S BERNAL HTS",9,9,17,12
"84006075PCT7941","7941","3933","S BERNAL HTS",9,9,17,12
"84006075PCT7942","7942","3934","S BERNAL HTS",9,9,17,12
"84006075PCT7943","7943","3936","S BERNAL HTS",9,9,17,12
"84006075PCT7944","7944","3937","S BERNAL HTS",9,9,17,12
"84006075PCT7945","7945","3937","S BERNAL HTS",9,9,17,12
"84006075PCT7946","7946","2901","PORTOLA",9,9,17,12
"84006075PCT7947","7947","2902","PORTOLA",9,9,17,12
"84006075PCT7948","7948","2903","PORTOLA",9,9,17,12
"84006075PCT7949","7949","2905","PORTOLA",9,9,17,12
"84006075PCT7951","7951","2905","PORTOLA",9,9,17,12
"84006075PCT7952","7952","2906","PORTOLA",9,9,17,12
"84006075PCT7953","7953","2904","PORTOLA",9,9,17,12
"84006075PCT7954","7954","2001","VISITA VLY",9,8,17,12
"84006075PCT7955","7955","2002","PORTOLA",9,9,17,12
"84006075PCT7956","7956","2004","PORTOLA",9,9,17,12
"84006075PCT7957","7957","2005","PORTOLA",9,9,17,12
"84006075PCT7958","7958","2004","PORTOLA",9,7,17,12
"84006075PCT9001","9001","2009","VISITA VLY",10,8,19,14
"84006075PCT9101","9101","2101","RICHMOND",1,8,19,12
"84006075PCT9102","9102","2101","RICHMOND",1,8,19,12
"84006075PCT9103","9103","2103","RICHMOND",1,8,19,12
"84006075PCT9104","9104","2104","RICHMOND",1,8,19,12
"84006075PCT9105","9105","2105","SECLF/PREHTS",1,8,19,12
"84006075PCT9106","9106","2106","SECLF/PREHTS",1,8,19,12
"84006075PCT9107","9107","2107","RICHMOND",1,8,19,12
"84006075PCT9108","9108","2108","RICHMOND",1,8,19,12
"84006075PCT9109","9109","2111","RICHMOND",1,8,19,12
"84006075PCT9111","9111","2109","RICHMOND",1,8,19,12
"84006075PCT9112","9112","2112","RICHMOND",1,8,19,12
"84006075PCT9113","9113","2204","SECLF/PREHTS",1,8,19,12
"84006075PCT9114","9114","2113","RICHMOND",1,8,19,12
"84006075PCT9115","9115","2114","RICHMOND",1,8,19,12
"84006075PCT9116","9116","2115","RICHMOND",1,8,19,12
"84006075PCT9117","9117","2118","RICHMOND",1,8,19,12
"84006075PCT9118","9118","2121","RICHMOND",1,8,19,12
"84006075PCT9119","9119","2119","RICHMOND",1,8,19,12
"84006075PCT9121","9121","2121","RICHMOND",1,8,19,12
"84006075PCT9122","9122","2122","RICHMOND",1,8,19,12
"84006075PCT9123","9123","2123","RICHMOND",1,8,19,12
"84006075PCT9124","9124","2124","RICHMOND",1,8,19,12
"84006075PCT9125","9125","2125","RICHMOND",1,8,19,12
"84006075PCT9126","9126","2126","RICHMOND",1,8,19,12
"84006075PCT9127","9127","2127","RICHMOND",1,8,19,12
"84006075PCT9128","9128","2128","RICHMOND",1,8,19,12
"84006075PCT9129","9129","2128","RICHMOND",1,8,19,12
"84006075PCT9131","9131","2129","RICHMOND",1,8,19,12
"84006075PCT9132","9132","2131","RICHMOND",1,8,19,12
"84006075PCT9133","9133","2132","RICHMOND",1,8,19,12
"84006075PCT9134","9134","2133","LRL HTS/ANZA",1,8,19,12
"84006075PCT9135","9135","2117","RICHMOND",1,8,19,12
"84006075PCT9136","9136","2135","RICHMOND",1,8,19,12
"84006075PCT9137","9137","2136","RICHMOND",1,8,19,12
"84006075PCT9138","9138","2137","RICHMOND",1,8,19,12
"84006075PCT9139","9139","2138","RICHMOND",1,8,19,12
"84006075PCT9141","9141","2139","RICHMOND",1,8,19,12
"84006075PCT9142","9142","2141","RICHMOND",1,8,19,12
"84006075PCT9143","9143","2142","RICHMOND",1,8,19,12
"84006075PCT9144","9144","2143","RICHMOND",1,8,19,12
"84006075PCT9145","9145","2145","RICHMOND",1,8,19,12
"84006075PCT9146","9146","2147","RICHMOND",1,8,19,12
"84006075PCT9147","9147","2147","RICHMOND",1,8,19,12
"84006075PCT9148","9148","2149","RICHMOND",1,8,19,12
